First,Last,Nickname,Height in cm,Weight in lbs,Reach in inches,Stance,W,L,D,Belt
Pauline,Macias,PITA,162.56,115,162.56,Southpaw,4.0,1.0,0.0,0.0
Reza,Madadi,Mad Dog,180.34,155,185.42000000000002,Orthodox,14.0,6.0,0.0,0.0
Don,Madge,Magic Man,182.88,155,182.88,Southpaw,9.0,3.0,1.0,0.0
Ryan,Madigan,0,182.88,170,0.0,Orthodox,5.0,3.0,0.0,0.0
Victor,Madrigal,Periquito,0.0,135,0.0,0,12.0,3.0,0.0,0.0
Jon,Madsen,0,182.88,240,182.88,Orthodox,8.0,2.0,0.0,0.0
Mark,Madsen,The Olympian,172.72,155,182.88,Orthodox,12.0,1.0,0.0,0.0
Yoshiro,Maeda,0,170.18,139,172.72,Southpaw,35.0,16.0,5.0,0.0
Leonardo,Mafra,Macarrao,177.8,155,177.8,Orthodox,13.0,4.0,0.0,0.0
Vinny,Magalhaes,Pezao,190.5,205,190.5,Orthodox,14.0,9.0,0.0,0.0
Vinicius,Magalhaes,Draculinho,0.0,145,0.0,0,2.0,1.0,0.0,0.0
Caio,Magalhaes,Hellboy,185.42,185,185.42000000000002,Orthodox,10.0,3.0,0.0,0.0
Bernardo,Magalhaes,Trekko,175.26,155,0.0,Orthodox,13.0,4.0,0.0,0.0
Eric,Magana,0,0.0,0,0.0,0,1.0,1.0,0.0,0.0
Brandon,Magana,0,0.0,170,0.0,Orthodox,6.0,2.0,0.0,0.0
Angela,Magana,Your Majesty,154.94,115,165.1,Orthodox,11.0,9.0,0.0,0.0
Neil,Magny,The Haitian Sensation,190.5,170,203.2,Orthodox,28.0,11.0,0.0,0.0
Raimond,Magomedaliev,0,0.0,170,0.0,0,10.0,1.0,0.0,0.0
Ibragim,Magomedov,0,182.88,250,0.0,Orthodox,22.0,8.0,1.0,0.0
Rashid,Magomedov,Highlander,175.26,155,177.8,Orthodox,20.0,2.0,0.0,0.0
Ruslan,Magomedov,Leopard,190.5,242,198.12,Orthodox,14.0,1.0,0.0,0.0
Abus,Magomedov,0,187.96,185,198.12,Orthodox,25.0,5.0,1.0,0.0
Shara,Magomedov,Bullet,187.96,170,0.0,0,11.0,0.0,0.0,0.0
Zabit,Magomedsharipov,0,185.42,145,185.42000000000002,Orthodox,18.0,1.0,0.0,0.0
John,Maguire,The One,175.26,155,175.26,Southpaw,24.0,9.0,0.0,0.0
Lolohea,Mahe,0,0.0,0,0.0,0,10.0,4.0,1.0,0.0
Michelle,Maher,0,0.0,145,0.0,0,1.0,2.0,0.0,0.0
0,Maheshate,0,182.88,155,180.34,Orthodox,9.0,3.0,0.0,0.0
Bill,Mahood,The Butcher,190.5,200,0.0,Orthodox,20.0,7.0,1.0,0.0
Klayton,Mai,0,175.26,125,0.0,0,8.0,3.0,0.0,0.0
Demian,Maia,0,185.42,170,182.88,Southpaw,28.0,11.0,0.0,0.0
Jennifer,Maia,0,162.56,125,162.56,Orthodox,21.0,9.0,1.0,0.0
Nayara,Maia,Capita,165.1,125,167.64000000000001,Orthodox,7.0,1.0,1.0,0.0
Roshan,Mainam,The Indian Notorious,0.0,135,0.0,0,6.0,3.0,0.0,0.0
Levan,Makashvili,The Hornet,172.72,145,172.72,Orthodox,15.0,2.0,1.0,0.0
John,Makdessi,The Bull,172.72,155,172.72,Orthodox,18.0,8.0,0.0,0.0
Islam,Makhachev,0,177.8,155,177.8,Southpaw,24.0,1.0,0.0,0.0
Aliev,Makhmud,0,167.64000000000001,195,0.0,Southpaw,0.0,1.0,0.0,0.0
Zach,Makovsky,Fun Size,162.56,125,162.56,Southpaw,20.0,8.0,0.0,0.0
Azat,Maksum,Qazaq,170.18,125,177.8,Southpaw,17.0,0.0,0.0,0.0
Jeremy,Malaterre,0,180.34,155,0.0,0,4.0,2.0,0.0,0.0
Fabio,Maldonado,Caipira de Aco,185.42,205,190.5,Orthodox,23.0,11.0,0.0,0.0
Marvin,Maldonado,The Bulldog,167.64000000000001,135,0.0,0,2.0,4.0,0.0,0.0
Bea,Malecki,0,175.26,135,187.96,Orthodox,4.0,1.0,0.0,0.0
Nazareno,Malegarie,El Tigre,172.72,155,0.0,0,28.0,4.0,0.0,0.0
Carl,Malenko,0,180.34,200,0.0,Orthodox,6.0,4.0,0.0,0.0
Jacob,Malkoun,Mamba,175.26,185,185.42000000000002,Orthodox,7.0,2.0,0.0,0.0
Mike,Malott,Proper,185.42,170,185.42000000000002,Orthodox,10.0,1.0,1.0,0.0
Dan,Manasoiu,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Troy,Mandaloniz,Rude Boy,175.26,170,0.0,Orthodox,3.0,2.0,0.0,0.0
Nate,Maness,Mayhem,177.8,125,182.88,Orthodox,14.0,3.0,0.0,0.0
Michael,Mangan,0,0.0,155,0.0,0,0.0,3.0,0.0,0.0
Gary,Mangat,0,170.18,135,0.0,0,15.0,3.0,0.0,0.0
Melvin,Manhoef,No Mercy,175.26,185,0.0,Orthodox,30.0,14.0,1.0,0.0
Melchor,Manibusan,Barracuda,165.1,154,0.0,Southpaw,2.0,4.0,0.0,0.0
Jon,Manley,0,185.42,170,0.0,Orthodox,9.0,4.0,0.0,0.0
Steve,Mann,0,185.42,170,0.0,0,12.0,5.0,0.0,0.0
Marnic,Mann,The Sawed-Off Savage,152.4,115,162.56,Southpaw,5.0,1.0,0.0,0.0
Dylan,Mantello,The Quiet Man,0.0,155,0.0,0,7.0,2.0,0.0,0.0
Chris,Manuel,0,175.26,135,0.0,Orthodox,9.0,7.0,2.0,0.0
Jimi,Manuwa,Poster Boy,185.42,205,200.66,Orthodox,17.0,6.0,0.0,0.0
Cristiano,Marcello,0,175.26,155,182.88,Orthodox,13.0,6.0,0.0,0.0
Daniel,Marcos,Soncora,170.18,135,175.26,Orthodox,15.0,0.0,0.0,0.0
Jose,Maria,No Chance,165.1,125,0.0,Orthodox,37.0,7.0,0.0,0.0
Marcos,Mariano,Dhalsim,185.42,155,193.04,Switch,6.0,6.0,0.0,0.0
Enrique,Marin,Wasabi,177.8,170,0.0,0,10.0,4.0,0.0,0.0
Chepe,Mariscal,Machine Gun,170.18,155,175.26,Orthodox,14.0,6.0,1.0,0.0
Ronny,Markes,0,185.42,185,190.5,Orthodox,17.0,5.0,0.0,0.0
Rory,Markham,0,182.88,170,180.34,Orthodox,17.0,6.0,0.0,0.0
Randa,Markos,Quiet Storm,162.56,115,160.02,Orthodox,11.0,12.0,1.0,0.0
Christina,Marks,0,170.18,125,175.26,Orthodox,8.0,9.0,0.0,0.0
Nate,Marquardt,The Great,182.88,185,187.96,Orthodox,35.0,19.0,2.0,0.0
Danilo,Marques,0,198.12,205,195.58,Orthodox,11.0,4.0,0.0,0.0
Julian,Marquez,The Cuban Missile Crisis,187.96,185,182.88,Orthodox,9.0,4.0,0.0,0.0
Carmelo,Marrero,The Fury,182.88,205,185.42000000000002,Orthodox,16.0,6.0,0.0,0.0
Cesar,Marscucci,0,0.0,0,0.0,0,3.0,2.0,0.0,0.0
John,Marsh,0,182.88,265,0.0,Orthodox,8.0,7.0,0.0,0.0
CJ,Marsh,0,0.0,0,0.0,0,5.0,7.0,0.0,0.0
Eliot,Marshall,Fire,187.96,205,195.58,Orthodox,10.0,4.0,0.0,0.0
Doug,Marshall,The Rhino,177.8,205,0.0,Orthodox,18.0,8.0,0.0,0.0
David,Marshall,0,187.96,170,0.0,0,8.0,4.0,0.0,0.0
Francis,Marshall,Fire,175.26,145,182.88,Orthodox,7.0,1.0,0.0,0.0
Jack,Marshman,The Hammer,182.88,185,185.42000000000002,Orthodox,23.0,10.0,0.0,0.0
Terry,Martin,0,172.72,185,180.34,Orthodox,23.0,11.0,0.0,0.0
Eric,Martin,0,0.0,0,0.0,0,0.0,1.0,0.0,0.0
Justin,Martin,0,182.88,185,0.0,0,4.0,3.0,0.0,0.0
Dave,Martin,0,182.88,205,0.0,0,0.0,2.0,0.0,0.0
Joe,Martin,0,175.26,170,0.0,0,6.0,8.0,0.0,0.0
Anthony Rocco,Martin,0,182.88,170,185.42000000000002,Orthodox,17.0,6.0,0.0,0.0
Mallory,Martin,0,162.56,115,160.02,Orthodox,7.0,5.0,0.0,0.0
Michal,Martinek,0,187.96,230,0.0,Southpaw,7.0,1.0,0.0,0.0
Rainy,Martinez,0,182.88,199,0.0,Orthodox,0.0,2.0,0.0,0.0
Danny,Martinez,The Gremlin,167.64000000000001,125,170.18,Orthodox,21.0,8.0,0.0,0.0
Alonzo,Martinez,Zo Diddy,177.8,155,0.0,0,42.0,20.0,1.0,0.0
Henry,Martinez,Sicario,170.18,155,175.26,Southpaw,9.0,4.0,0.0,0.0
Jonathan,Martinez,Dragon,172.72,135,177.8,Southpaw,18.0,4.0,0.0,0.0
Poppies,Martinez,The Tachi Kid,175.26,145,0.0,0,29.0,11.0,0.0,0.0
Andrew,Martinez,Mickey D,175.26,215,0.0,0,9.0,6.0,0.0,0.0
Mana,Martinez,ManaBoi,177.8,135,177.8,Orthodox,10.0,4.0,0.0,0.0
Victor,Martinez,The Brick,172.72,155,177.8,Orthodox,13.0,5.0,0.0,0.0
Roque,Martinez,0,177.8,250,182.88,Orthodox,15.0,8.0,2.0,0.0
Melissa,Martinez,Super Mely,157.48000000000002,115,167.64000000000001,Southpaw,7.0,1.0,0.0,0.0
Wagner da Conceicao,Martins,Zuluzinho,200.66,390,0.0,Orthodox,9.0,8.0,0.0,0.0
Adriano,Martins,0,177.8,155,182.88,Southpaw,28.0,9.0,0.0,0.0
Lucas,Martins,Mineiro,182.88,145,182.88,Southpaw,19.0,3.0,0.0,0.0
Max,Martyniouk,Payne,0.0,155,0.0,0,1.0,1.0,0.0,0.0
Bristol,Marunde,0,185.42,170,190.5,Orthodox,16.0,10.0,0.0,0.0
Shoji,Maruyama,0,170.18,139,0.0,Orthodox,12.0,9.0,1.0,0.0
Kazuma,Maruyama,Gluttony,180.34,155,182.88,Orthodox,11.0,7.0,0.0,0.0
Mike,Massenzio,The Master of Disaster,187.96,185,185.42000000000002,Southpaw,13.0,9.0,0.0,0.0
Jameel,Massouh,0,177.8,145,182.88,Orthodox,26.0,9.0,0.0,0.0
Tiffany,Masters,Rainbow Renegade,160.02,115,165.1,Orthodox,2.0,1.0,0.0,0.0
Jorge,Masvidal,Gamebred,180.34,170,187.96,Orthodox,35.0,17.0,0.0,0.0
Al,Matavao,Sweetness,172.72,205,170.18,Orthodox,8.0,3.0,0.0,0.0
Tateki,Matsuda,Tech,170.18,125,0.0,Orthodox,13.0,8.0,0.0,0.0
Daijiro,Matsui,0,175.26,200,0.0,Orthodox,13.0,29.0,7.0,0.0
Koichiro,Matsumoto,0,170.18,145,0.0,0,15.0,3.0,1.0,0.0
Jean,Matsumoto,0,0.0,135,0.0,0,13.0,0.0,0.0,0.0
Koyomi,Matsushima,0,170.18,145,167.64000000000001,Orthodox,13.0,6.0,0.0,0.0
Naoki,Matsushita,0,167.64000000000001,155,0.0,Orthodox,12.0,16.0,11.0,0.0
AJ,Matthews,0,180.34,185,0.0,0,8.0,7.0,0.0,0.0
Jake,Matthews,The Celtic Kid,180.34,170,185.42000000000002,Orthodox,18.0,6.0,0.0,0.0
Connor,Matthews,The Controller,172.72,145,0.0,Switch,5.0,1.0,0.0,0.0
Claudio,Mattos,Popeye,0.0,185,0.0,Orthodox,5.0,4.0,0.0,0.0
John,Matua,0,187.96,400,0.0,Orthodox,1.0,4.0,0.0,0.0
Francesco,Maturi,0,0.0,0,0.0,0,0.0,1.0,0.0,0.0
Vladimir,Matyushenko,The Janitor,182.88,205,187.96,Orthodox,27.0,8.0,0.0,0.0
Miranda,Maverick,Fear The,160.02,125,165.1,Southpaw,13.0,5.0,0.0,0.0
Nick,Maximov,0,182.88,185,193.04,Southpaw,8.0,2.0,0.0,0.0
Elaina,Maxwell,Beef,172.72,145,0.0,Orthodox,7.0,4.0,0.0,0.0
Jeremy,May,0,185.42,185,0.0,0,13.0,10.0,0.0,0.0
Jack,May,The Outlaw,203.2,255,0.0,Switch,9.0,3.0,0.0,0.0
Don'Tale,Mayes,Lord Kong,198.12,260,205.74,Orthodox,10.0,5.0,0.0,0.0
Gray,Maynard,0,175.26,155,177.8,Orthodox,13.0,7.0,1.0,0.0
Brooke,Mayo,The Bully,170.18,125,0.0,0,0.0,1.0,0.0,0.0
Gina,Mazany,Danger,167.64000000000001,125,172.72,Southpaw,7.0,6.0,0.0,0.0
Sabina,Mazo,Colombian Queen,170.18,125,177.8,Orthodox,9.0,4.0,0.0,0.0
Scott,McAfee,0,172.72,155,0.0,Orthodox,14.0,7.0,0.0,0.0
Bobby,McAndrews,0,0.0,0,0.0,Orthodox,1.0,3.0,0.0,0.0
Michael,McBride,0,185.42,155,0.0,Orthodox,8.0,3.0,0.0,0.0
Ian,McCall,Uncle Creepy,165.1,125,162.56,Orthodox,13.0,5.0,1.0,0.0
Molly,McCann,Meatball,162.56,125,157.48,Orthodox,13.0,6.0,0.0,0.0
Charles,McCarthy,Chainsaw,177.8,185,180.34,Orthodox,10.0,5.0,0.0,0.0
Sean,McCorkle,0,200.66,265,205.74,Orthodox,17.0,7.0,0.0,0.0
Kris,McCray,Savage,182.88,170,193.04,Orthodox,8.0,5.0,0.0,0.0
Tamdan,McCrory,The Barncat,193.04,185,193.04,Switch,14.0,5.0,0.0,0.0
Rob,McCullough,Razor,175.26,155,175.26,Orthodox,19.0,8.0,0.0,0.0
Justin,McCully,The Insane One,185.42,225,185.42000000000002,Orthodox,11.0,5.0,2.0,0.0
Robert,McDaniel,Bubba,190.5,185,190.5,Southpaw,28.0,10.0,0.0,0.0
Michael,McDonald,The Black Sniper,180.34,205,0.0,Orthodox,1.0,1.0,0.0,0.0
Scott,McDonald,0,0.0,0,0.0,0,1.0,0.0,0.0,0.0
Michael,McDonald,Mayday,175.26,135,177.8,Orthodox,17.0,4.0,0.0,0.0
Josh,McDonald,0,0.0,185,0.0,0,9.0,5.0,0.0,0.0
Miles,McDonald,0,170.18,115,0.0,0,2.0,1.0,0.0,0.0
Justin,McElfresh,0,198.12,205,0.0,Orthodox,6.0,4.0,0.0,0.0
Drew,McFedries,The Massacre,182.88,185,182.88,Southpaw,12.0,7.0,0.0,0.0
Liam,McGeary,0,198.12,205,0.0,0,12.0,2.0,0.0,0.0
Gan,McGee,The Giant,208.28,265,0.0,Orthodox,13.0,5.0,0.0,0.0
Court,McGee,The Crusher,180.34,170,190.5,Orthodox,22.0,12.0,0.0,0.0
Marcus,McGhee,The Maniac,172.72,135,175.26,Orthodox,7.0,1.0,0.0,0.0
Ryan,McGillivray,The Kid,180.34,170,0.0,0,12.0,0.0,1.0,0.0
Ryan,McGivern,0,182.88,185,0.0,Orthodox,13.0,7.0,0.0,0.0
Jack,McGlaughlin,0,0.0,0,0.0,Orthodox,1.0,4.0,0.0,0.0
Conor,McGregor,The Notorious,175.26,155,187.96,Southpaw,22.0,6.0,0.0,0.0
Greg,McIntyre,0,177.8,155,0.0,Orthodox,6.0,4.0,0.0,0.0
Antonio,McKee,Mandingo,172.72,155,0.0,Southpaw,29.0,6.0,2.0,0.0
AJ,McKee,Mercenary,177.8,145,0.0,0,8.0,0.0,0.0,0.0
Rhys,McKee,Skeletor,187.96,170,198.12,Orthodox,10.0,4.0,1.0,0.0
Cory,McKenna,Poppins,160.02,115,147.32,Orthodox,8.0,2.0,0.0,0.0
Tim,McKenzie,0,182.88,185,187.96,Orthodox,14.0,9.0,0.0,0.0
Cody,McKenzie,0,182.88,155,182.88,Switch,16.0,10.0,0.0,0.0
Terrance,McKinney,T. Wrecks,177.8,155,185.42000000000002,Switch,13.0,6.0,0.0,0.0
Brian,McLaughlin,0,175.26,155,0.0,0,6.0,2.0,0.0,0.0
Jason,McLean,0,165.1,145,0.0,0,6.0,7.0,0.0,0.0
Garreth,McLellan,Soldier Boy,185.42,185,182.88,Southpaw,13.0,6.0,0.0,0.0
Sara,McMann,0,167.64000000000001,135,167.64000000000001,Orthodox,13.0,6.0,0.0,0.0
James,McSweeney,The Hammer,193.04,230,195.58,Switch,15.0,15.0,0.0,0.0
Charles,McTorry,0,0.0,0,0.0,0,3.0,0.0,0.0,0.0
Daniel,McWilliams,The Animal,185.42,185,0.0,0,15.0,37.0,0.0,0.0
Tim,Means,The Dirty Bird,187.96,170,190.5,Orthodox,32.0,15.0,1.0,0.0
Yancy,Medeiros,0,177.8,155,190.5,Orthodox,15.0,8.0,0.0,0.0
Anistavio,Medeiros,Gasparzinho,167.64000000000001,145,0.0,Orthodox,19.0,10.0,0.0,0.0
Kaline,Medeiros,The Dark Angel,160.02,115,0.0,0,8.0,5.0,0.0,0.0
Uros,Medic,The Doctor,185.42,170,180.34,Southpaw,8.0,1.0,0.0,0.0
Todd,Medina,El Tiburon,177.8,193,0.0,Southpaw,11.0,9.0,0.0,0.0
Jason,Medina,0,175.26,180,0.0,0,21.0,15.0,1.0,0.0
Jose,Medina,0,0.0,205,0.0,0,1.0,1.0,0.0,0.0
Emil,Meek,Valhalla,180.34,170,187.96,Switch,9.0,5.0,1.0,0.0
Sanford Alton,Meeks,0,195.57999999999998,265,190.5,Orthodox,1.0,1.0,0.0,0.0
Gerald,Meerschaert,GM3,185.42,185,195.58,Southpaw,35.0,16.0,0.0,0.0
Frank,Megallon,0,177.8,185,0.0,Southpaw,2.0,3.0,0.0,0.0
Derrick,Mehmen,Caveman,193.04,205,0.0,0,19.0,9.0,0.0,0.0
Miika,Mehmet,0,0.0,205,0.0,Orthodox,3.0,5.0,0.0,0.0
Jordan,Mein,Young Gun,182.88,170,185.42000000000002,Orthodox,31.0,12.0,0.0,0.0
Bryce,Mejia,0,185.42,170,0.0,0,3.0,1.0,0.0,0.0
Brian,Melancon,0,172.72,170,0.0,Orthodox,7.0,3.0,0.0,0.0
Brandon,Melendez,The Murderer,180.34,155,0.0,Southpaw,25.0,25.0,0.0,0.0
Gilbert,Melendez,El Nino,175.26,145,185.42000000000002,Orthodox,22.0,8.0,0.0,0.0
Nair,Melikyan,Ahalkalakski,167.64000000000001,155,0.0,0,11.0,0.0,0.0,0.0
Marcelo,Mello,0,170.18,170,0.0,Southpaw,1.0,0.0,0.0,0.0
Fabio,Mello,0,165.1,155,0.0,Southpaw,11.0,8.0,0.0,0.0
Vanessa,Melo,0,165.1,135,165.1,Orthodox,11.0,8.0,0.0,0.0
Antonio,Mendes,Samurai,190.5,205,195.58,Southpaw,18.0,13.0,0.0,0.0
Chad,Mendes,Money,167.64000000000001,145,167.64000000000001,Orthodox,18.0,5.0,0.0,0.0
Augusto,Mendes,Tanquinho,167.64000000000001,135,165.1,Orthodox,6.0,2.0,0.0,0.0
Eddie,Mendez,0,177.8,185,0.0,0,8.0,3.0,1.0,0.0
Mateus,Mendonca,Bocao,167.64000000000001,135,180.34,Orthodox,10.0,1.0,0.0,0.0
Luis,Mendoza,0,0.0,155,0.0,0,0.0,1.0,0.0,0.0
Pietro,Menga,0,170.18,125,172.72,Southpaw,13.0,0.0,0.0,0.0
Alonzo,Menifield,Atomic,182.88,205,193.04,Orthodox,14.0,3.0,1.0,0.0
Ivan,Menjivar,The Pride of El Salvador,167.64000000000001,145,162.56,Orthodox,25.0,12.0,0.0,0.0
Dave,Menne,The Warrior,177.8,170,0.0,Orthodox,45.0,17.0,2.0,0.0
Steve,Mensing,The Machine,180.34,185,0.0,Orthodox,9.0,13.0,2.0,0.0
Buck,Meredith,0,187.96,185,0.0,0,3.0,3.0,0.0,0.0
Adam,Meredith,0,187.96,170,0.0,0,5.0,3.0,0.0,0.0
Nick,Meregali,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Joe,Merritt,0,182.88,170,0.0,Orthodox,7.0,2.0,0.0,0.0
Jeremiah,Metcalf,0,185.42,185,0.0,Orthodox,13.0,7.0,0.0,0.0
Jonathan,Meunier,District,190.5,170,0.0,Switch,8.0,1.0,0.0,0.0
Yaotzin,Meza,0,175.26,145,180.34,Orthodox,21.0,11.0,0.0,0.0
Guy,Mezger,0,185.42,200,0.0,Orthodox,30.0,14.0,2.0,0.0
Brandon,Michaels,0,175.26,185,0.0,0,4.0,14.0,0.0,0.0
Andreas,Michailidis,The Spartan,182.88,170,193.04,Orthodox,13.0,6.0,0.0,0.0
David,Michaud,BullDawg,175.26,155,0.0,Orthodox,11.0,3.0,0.0,0.0
Chris,Mickle,0,175.26,145,0.0,Orthodox,30.0,21.0,2.0,0.0
Zachary,Micklewright,0,182.88,155,187.96,Southpaw,15.0,3.0,0.0,0.0
Kristof,Midoux,The Hurricane,185.42,220,0.0,Orthodox,6.0,10.0,0.0,0.0
Keith,Mielke,0,172.72,185,0.0,0,0.0,5.0,0.0,0.0
Chris,Mierzwiak,0,185.42,185,0.0,0,5.0,3.0,0.0,0.0
Gabriel,Miglioli,Biel,172.72,170,0.0,0,9.0,9.0,0.0,0.0
Bojan,Mihajlovic,0,180.34,205,185.42000000000002,Orthodox,10.0,6.0,0.0,0.0
Billy,Miles,The Kid,177.8,170,0.0,Orthodox,2.0,2.0,0.0,0.0
Pat,Miletich,The Croatian Sensation,177.8,170,0.0,Orthodox,29.0,7.0,2.0,0.0
Curtis,Millender,Curtious,187.96,170,193.04,Orthodox,17.0,5.0,0.0,0.0
Phillip,Miller,0,180.34,185,0.0,Orthodox,16.0,0.0,0.0,0.0
Jason,Miller,Mayhem,185.42,185,0.0,Orthodox,23.0,10.0,0.0,0.0
Dan,Miller,0,185.42,185,187.96,Orthodox,14.0,8.0,0.0,0.0
Jim,Miller,A-10,172.72,155,180.34,Southpaw,36.0,17.0,0.0,0.0
Cole,Miller,Magrinho,185.42,145,185.42000000000002,Orthodox,21.0,11.0,0.0,0.0
Henry,Miller,Sentoryu,170.18,270,0.0,Southpaw,6.0,16.0,0.0,0.0
Micah,Miller,Maverick,182.88,145,0.0,Orthodox,20.0,8.0,0.0,0.0
Aaron,Miller,Blood Spiller,175.26,145,0.0,0,14.0,10.0,0.0,0.0
Mo,Miller,Moshow,172.72,135,182.88,Orthodox,6.0,0.0,0.0,0.0
Juliana,Miller,Killer,170.18,125,167.64000000000001,Orthodox,4.0,2.0,0.0,0.0
Eddy,Millis,0,185.42,185,0.0,0,0.0,2.0,0.0,0.0
Che,Mills,Beautiful,185.42,170,193.04,Orthodox,16.0,10.0,0.0,0.0
Adam,Milstead,The Prototype,190.5,205,193.04,Orthodox,8.0,4.0,0.0,0.0
Alberto,Mina,Soldier of God,182.88,170,195.58,Orthodox,13.0,1.0,0.0,0.0
Vitaly,Minakov,0,187.96,249,0.0,0,20.0,0.0,0.0,0.0
Darrick,Minner,0,170.18,145,175.26,Orthodox,26.0,14.0,0.0,0.0
Mike,Minniger,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Ikuhisa,Minowa,Minowaman,175.26,181,0.0,Orthodox,60.0,42.0,8.0,0.0
Carlton,Minus,Clutch,177.8,170,190.5,Orthodox,10.0,3.0,0.0,0.0
Stipe,Miocic,0,193.04,240,203.2,Orthodox,20.0,4.0,0.0,0.0
Frank,Mir,0,190.5,264,200.66,Southpaw,18.0,11.0,0.0,0.0
Juan,Miranda,0,0.0,155,0.0,0,7.0,5.0,0.0,0.0
Mario,Miranda,0,190.5,185,187.96,Orthodox,14.0,7.0,0.0,0.0
Vitor,Miranda,Lex Luthor,185.42,185,195.58,Orthodox,12.0,5.0,0.0,0.0
Gabriel,Miranda,Fly,180.34,145,180.34,Orthodox,16.0,6.0,0.0,0.0
Damir,Mirenic,Wolf,182.88,185,0.0,Orthodox,9.0,4.0,0.0,0.0
Kazuo,Misaki,Hitman,172.72,183,0.0,Orthodox,25.0,11.0,2.0,0.0
Toby,Misech,2 Quick,172.72,145,0.0,Southpaw,9.0,5.0,0.0,0.0
Dokonjonosuke,Mishima,0,170.18,155,0.0,Southpaw,21.0,7.0,2.0,0.0
Felix Lee,Mitchell,0,0.0,0,0.0,Orthodox,2.0,7.0,0.0,0.0
David,Mitchell,Daudi,182.88,170,190.5,Orthodox,22.0,7.0,0.0,0.0
Danny,Mitchell,The Cheesecake Assassin,187.96,170,0.0,Orthodox,19.0,9.0,1.0,0.0
Brad,Mitchell,0,180.34,145,0.0,0,4.0,2.0,0.0,0.0
Clay,Mitchell,0,187.96,185,0.0,0,1.0,2.0,0.0,0.0
Bryce,Mitchell,Thug Nasty,177.8,145,177.8,Southpaw,15.0,2.0,0.0,0.0
Maurice,Mitchell,The AK Kid,175.26,145,0.0,Orthodox,11.0,2.0,0.0,0.0
Terrence,Mitchell,0,177.8,135,187.96,Orthodox,14.0,3.0,0.0,0.0
Roman,Mitichyan,0,177.8,170,0.0,Orthodox,8.0,3.0,0.0,0.0
Matt,Mitrione,0,190.5,265,208.28,Switch,12.0,5.0,0.0,0.0
Eiji,Mitsuoka,0,170.18,145,0.0,Southpaw,18.0,9.0,2.0,0.0
Hiromitsu,Miura,0,175.26,170,180.34,Orthodox,12.0,7.0,0.0,0.0
Jonathan,Mix,0,182.88,168,0.0,0,7.0,4.0,0.0,0.0
Tomoya,Miyashita,0,170.18,139,0.0,Southpaw,17.0,9.0,7.0,0.0
Kazuyuki,Miyata,0,172.72,139,0.0,Orthodox,15.0,9.0,0.0,0.0
Motoki,Miyazawa,0,180.34,168,0.0,Southpaw,7.0,3.0,0.0,0.0
Takeya,Mizugaki,0,170.18,135,175.26,Orthodox,21.0,11.0,2.0,0.0
Tatsuya,Mizuno,0,185.42,205,0.0,Southpaw,16.0,12.0,1.0,0.0
Roxanne,Modafferi,The Happy Warrior,170.18,125,175.26,Orthodox,25.0,21.0,0.0,0.0
Bobby,Moffett,The Wolfman,177.8,145,185.42000000000002,Orthodox,13.0,5.0,0.0,0.0
Bronson,Mohika,0,0.0,135,0.0,0,1.0,1.0,0.0,0.0
Nate,Mohr,0,175.26,155,182.88,Orthodox,9.0,7.0,0.0,0.0
Renato,Moicano,0,180.34,155,182.88,Orthodox,17.0,5.0,1.0,0.0
Thiago,Moises,0,175.26,155,177.8,Orthodox,17.0,6.0,0.0,0.0
Muhammad,Mokaev,The Punisher,170.18,125,177.8,Orthodox,10.0,0.0,0.0,0.0
Ashkan,Mokhtarian,The Assassin,167.64000000000001,125,170.18,Southpaw,13.0,3.0,0.0,0.0
Suman,Mokhtarian,0,172.72,145,182.88,Orthodox,8.0,5.0,0.0,0.0
Dan,Molina,0,177.8,216,0.0,0,13.0,9.0,0.0,0.0
Jeff,Molina,El Jefe,167.64000000000001,125,175.26,Orthodox,11.0,2.0,0.0,0.0
Rudyard,Moncayo,0,177.8,195,0.0,Orthodox,0.0,3.0,0.0,0.0
Hidetaka,Monma,0,182.88,168,0.0,Orthodox,18.0,11.0,4.0,0.0
Jeff,Monson,The Snowman,175.26,247,187.96,Orthodox,60.0,26.0,1.0,0.0
Darrell,Montague,Mongoose,167.64000000000001,125,170.18,Southpaw,13.0,5.0,0.0,0.0
Andrew,Montanez,0,0.0,185,0.0,0,9.0,12.0,1.0,0.0
Augusto,Montano,Dodger,185.42,170,185.42000000000002,Orthodox,15.0,3.0,0.0,0.0
Erick,Montano,Perry,182.88,170,185.42000000000002,Orthodox,7.0,5.0,0.0,0.0
Nicco,Montano,0,165.1,135,165.1,Southpaw,5.0,3.0,0.0,0.0
Alberto,Montes,The Promise,170.18,135,0.0,0,4.0,0.0,0.0,0.0
Steve,Montgomery,The Creepy Weasel,193.04,185,0.0,Southpaw,9.0,5.0,0.0,0.0
James,Moontasri,Moon Walker,177.8,170,180.34,Switch,9.0,5.0,0.0,0.0
Homer,Moore,The Rock,177.8,205,0.0,Orthodox,26.0,9.0,2.0,0.0
Todd,Moore,0,175.26,170,180.34,Southpaw,16.0,7.0,0.0,0.0
Nate,Moore,0,182.88,170,0.0,0,8.0,4.0,0.0,0.0
